POZIOM;REGION;WOJ;PODREG;POW;GMI;RODZ;NAZWA;NAZWA_DOD;STAN_NA
5;3;20;39;12;01;2;Bakałarzewo;gmina wiejska;2017-01-01
5;3;20;39;12;02;2;Filipów;gmina wiejska;2017-01-01
5;3;20;39;12;03;2;Jeleniewo;gmina wiejska;2017-01-01
5;3;20;39;12;04;2;Przerośl;gmina wiejska;2017-01-01
5;3;20;39;12;05;2;Raczki;gmina wiejska;2017-01-01
5;3;20;39;12;06;2;Rutka-Tartak;gmina wiejska;2017-01-01
5;3;20;39;12;07;2;Suwałki;gmina wiejska;2017-01-01
5;3;20;39;12;08;2;Szypliszki;gmina wiejska;2017-01-01
5;3;20;39;12;09;2;Wiżajny;gmina wiejska;2017-01-01
5;3;20;39;63;01;1;Suwałki;gmina miejska;2017-01-01
5;3;26;52;04;01;2;Bieliny;gmina wiejska;2017-01-01
5;3;26;52;04;02;3;Bodzentyn;gmina miejsko-wiejska;2017-01-01
5;3;26;52;04;02;4;Bodzentyn;miasto w gminie miejsko-wiejskiej;2017-01-01
5;3;26;52;04;02;5;Bodzentyn;obszar wiejski;2017-01-01
5;3;26;52;04;03;3;Chęciny;gmina miejsko-wiejska;2017-01-01
5;3;26;52;04;03;4;Chęciny;miasto w gminie miejsko-wiejskiej;2017-01-01
5;3;26;52;04;03;5;Chęciny;obszar wiejski;2017-01-01
5;3;26;52;04;04;3;Chmielnik;gmina miejsko-wiejska;2017-01-01
5;3;26;52;04;04;4;Chmielnik;miasto w gminie miejsko-wiejskiej;2017-01-01
5;3;26;52;04;04;5;Chmielnik;obszar wiejski;2017-01-01
5;3;26;52;04;05;3;Daleszyce;gmina miejsko-wiejska;2017-01-01
5;3;26;52;04;05;4;Daleszyce;miasto w gminie miejsko-wiejskiej;2017-01-01
5;3;26;52;04;05;5;Daleszyce;obszar wiejski;2017-01-01
5;3;26;52;04;06;2;Górno;gmina wiejska;2017-01-01
5;3;26;52;04;07;2;Łagów;gmina wiejska;2017-01-01
5;3;26;52;04;08;2;Łopuszno;gmina wiejska;2017-01-01
5;3;26;52;04;09;2;Masłów;gmina wiejska;2017-01-01
5;3;26;52;04;10;2;Miedziana Góra;gmina wiejska;2017-01-01
5;3;26;52;04;11;2;Mniów;gmina wiejska;2017-01-01
5;3;26;52;04;12;3;Morawica;gmina miejsko-wiejska;2017-01-01
5;3;26;52;04;12;4;Morawica;miasto w gminie miejsko-wiejskiej;2017-01-01
5;3;26;52;04;12;5;Morawica;obszar wiejski;2017-01-01
5;3;26;52;04;13;2;Nowa Słupia;gmina wiejska;2017-01-01
5;3;26;52;04;14;2;Piekoszów;gmina wiejska;2017-01-01
5;3;26;52;04;15;2;Pierzchnica;gmina wiejska;2017-01-01
5;3;26;52;04;16;2;Raków;gmina wiejska;2017-01-01
5;3;26;52;04;17;2;Sitkówka-Nowiny;gmina wiejska;2017-01-01
5;3;26;52;04;18;2;Strawczyn;gmina wiejska;2017-01-01
5;3;26;52;04;19;2;Zagnańsk;gmina wiejska;2017-01-01
5;3;26;52;05;01;2;Fałków;gmina wiejska;2017-01-01
5;3;26;52;05;02;2;Gowarczów;gmina wiejska;2017-01-01
5;3;26;52;05;03;3;Końskie;gmina miejsko-wiejska;2017-01-01
5;3;26;52;05;03;4;Końskie;miasto w gminie miejsko-wiejskiej;2017-01-01
5;3;26;52;05;03;5;Końskie;obszar wiejski;2017-01-01
5;3;26;52;05;04;2;Radoszyce;gmina wiejska;2017-01-01
5;3;26;52;05;05;2;Ruda Maleniecka;gmina wiejska;2017-01-01
5;3;26;52;05;06;2;Słupia (Konecka);gmina wiejska;2017-01-01
5;3;26;52;05;07;2;Smyków;gmina wiejska;2017-01-01
5;3;26;52;05;08;3;Stąporków;gmina miejsko-wiejska;2017-01-01
5;3;26;52;05;08;4;Stąporków;miasto w gminie miejsko-wiejskiej;2017-01-01
5;3;26;52;05;08;5;Stąporków;obszar wiejski;2017-01-01
5;3;26;52;07;01;1;Ostrowiec Świętokrzyski;gmina miejska;2017-01-01
5;3;26;52;07;02;2;Bałtów;gmina wiejska;2017-01-01
5;3;26;52;07;03;2;Bodzechów;gmina wiejska;2017-01-01
5;3;26;52;07;04;3;Ćmielów;gmina miejsko-wiejska;2017-01-01
5;3;26;52;07;04;4;Ćmielów;miasto w gminie miejsko-wiejskiej;2017-01-01
5;3;26;52;07;04;5;Ćmielów;obszar wiejski;2017-01-01
5;3;26;52;07;05;3;Kunów;gmina miejsko-wiejska;2017-01-01
5;3;26;52;07;05;4;Kunów;miasto w gminie miejsko-wiejskiej;2017-01-01
5;3;26;52;07;05;5;Kunów;obszar wiejski;2017-01-01
5;3;26;52;07;06;2;Waśniów;gmina wiejska;2017-01-01
5;3;26;52;10;01;1;Skarżysko-Kamienna;gmina miejska;2017-01-01
5;3;26;52;10;02;2;Bliżyn;gmina wiejska;2017-01-01
5;3;26;52;10;03;2;Łączna;gmina wiejska;2017-01-01
5;3;26;52;10;04;2;Skarżysko Kościelne;gmina wiejska;2017-01-01
5;3;26;52;10;05;3;Suchedniów;gmina miejsko-wiejska;2017-01-01
5;3;26;52;10;05;4;Suchedniów;miasto w gminie miejsko-wiejskiej;2017-01-01
5;3;26;52;10;05;5;Suchedniów;obszar wiejski;2017-01-01
5;3;26;52;11;01;1;Starachowice;gmina miejska;2017-01-01
5;3;26;52;11;02;2;Brody;gmina wiejska;2017-01-01
5;3;26;52;11;03;2;Mirzec;gmina wiejska;2017-01-01
5;3;26;52;11;04;2;Pawłów;gmina wiejska;2017-01-01
5;3;26;52;11;05;3;Wąchock;gmina miejsko-wiejska;2017-01-01
5;3;26;52;11;05;4;Wąchock;miasto w gminie miejsko-wiejskiej;2017-01-01
5;3;26;52;11;05;5;Wąchock;obszar wiejski;2017-01-01
5;3;26;52;61;01;1;Kielce;gmina miejska;2017-01-01
5;3;26;53;01;01;3;Busko-Zdrój;gmina miejsko-wiejska;2017-01-01
5;3;26;53;01;01;4;Busko-Zdrój;miasto w gminie miejsko-wiejskiej;2017-01-01
5;3;26;53;01;01;5;Busko-Zdrój;obszar wiejski;2017-01-01
5;3;26;53;01;02;2;Gnojno;gmina wiejska;2017-01-01
5;3;26;53;01;03;2;Nowy Korczyn;gmina wiejska;2017-01-01
5;3;26;53;01;04;2;Pacanów;gmina wiejska;2017-01-01
5;3;26;53;01;05;2;Solec-Zdrój;gmina wiejska;2017-01-01
5;3;26;53;01;06;3;Stopnica;gmina miejsko-wiejska;2017-01-01
5;3;26;53;01;06;4;Stopnica;miasto w gminie miejsko-wiejskiej;2017-01-01
5;3;26;53;01;06;5;Stopnica;obszar wiejski;2017-01-01
5;3;26;53;01;07;2;Tuczępy;gmina wiejska;2017-01-01
5;3;26;53;01;08;2;Wiślica;gmina wiejska;2017-01-01
5;3;26;53;02;01;2;Imielno;gmina wiejska;2017-01-01
5;3;26;53;02;02;3;Jędrzejów;gmina miejsko-wiejska;2017-01-01
5;3;26;53;02;02;4;Jędrzejów;miasto w gminie miejsko-wiejskiej;2017-01-01
5;3;26;53;02;02;5;Jędrzejów;obszar wiejski;2017-01-01
5;3;26;53;02;03;3;Małogoszcz;gmina miejsko-wiejska;2017-01-01
5;3;26;53;02;03;4;Małogoszcz;miasto w gminie miejsko-wiejskiej;2017-01-01
5;3;26;53;02;03;5;Małogoszcz;obszar wiejski;2017-01-01
5;3;26;53;02;04;2;Nagłowice;gmina wiejska;2017-01-01
5;3;26;53;02;05;2;Oksa;gmina wiejska;2017-01-01
5;3;26;53;02;06;3;Sędziszów;gmina miejsko-wiejska;2017-01-01
5;3;26;53;02;06;4;Sędziszów;miasto w gminie miejsko-wiejskiej;2017-01-01
5;3;26;53;02;06;5;Sędziszów;obszar wiejski;2017-01-01
5;3;26;53;02;07;2;Słupia;gmina wiejska;2017-01-01
5;3;26;53;02;08;2;Sobków;gmina wiejska;2017-01-01
5;3;26;53;02;09;2;Wodzisław;gmina wiejska;2017-01-01
5;3;26;53;03;01;2;Bejsce;gmina wiejska;2017-01-01
5;3;26;53;03;02;2;Czarnocin;gmina wiejska;2017-01-01
5;3;26;53;03;03;3;Kazimierza Wielka;gmina miejsko-wiejska;2017-01-01
5;3;26;53;03;03;4;Kazimierza Wielka;miasto w gminie miejsko-wiejskiej;2017-01-01
5;3;26;53;03;03;5;Kazimierza Wielka;obszar wiejski;2017-01-01
5;3;26;53;03;04;2;Opatowiec;gmina wiejska;2017-01-01
5;3;26;53;03;05;3;Skalbmierz;gmina miejsko-wiejska;2017-01-01
5;3;26;53;03;05;4;Skalbmierz;miasto w gminie miejsko-wiejskiej;2017-01-01
5;3;26;53;03;05;5;Skalbmierz;obszar wiejski;2017-01-01
5;3;26;53;06;01;2;Baćkowice;gmina wiejska;2017-01-01
5;3;26;53;06;02;2;Iwaniska;gmina wiejska;2017-01-01
5;3;26;53;06;03;2;Lipnik;gmina wiejska;2017-01-01
5;3;26;53;06;04;3;Opatów;gmina miejsko-wiejska;2017-01-01
5;3;26;53;06;04;4;Opatów;miasto w gminie miejsko-wiejskiej;2017-01-01
5;3;26;53;06;04;5;Opatów;obszar wiejski;2017-01-01
5;3;26;53;06;05;3;Ożarów;gmina miejsko-wiejska;2017-01-01
5;3;26;53;06;05;4;Ożarów;miasto w gminie miejsko-wiejskiej;2017-01-01
5;3;26;53;06;05;5;Ożarów;obszar wiejski;2017-01-01
5;3;26;53;06;06;2;Sadowie;gmina wiejska;2017-01-01
5;3;26;53;06;07;2;Tarłów;gmina wiejska;2017-01-01
5;3;26;53;06;08;2;Wojciechowice;gmina wiejska;2017-01-01
5;3;26;53;08;01;3;Działoszyce;gmina miejsko-wiejska;2017-01-01
5;3;26;53;08;01;4;Działoszyce;miasto w gminie miejsko-wiejskiej;2017-01-01
5;3;26;53;08;01;5;Działoszyce;obszar wiejski;2017-01-01
5;3;26;53;08;02;2;Kije;gmina wiejska;2017-01-01
5;3;26;53;08;03;2;Michałów;gmina wiejska;2017-01-01
5;3;26;53;08;04;3;Pińczów;gmina miejsko-wiejska;2017-01-01
5;3;26;53;08;04;4;Pińczów;miasto w gminie miejsko-wiejskiej;2017-01-01
5;3;26;53;08;04;5;Pińczów;obszar wiejski;2017-01-01
5;3;26;53;08;05;2;Złota;gmina wiejska;2017-01-01
5;3;26;53;09;01;1;Sandomierz;gmina miejska;2017-01-01
5;3;26;53;09;02;2;Dwikozy;gmina wiejska;2017-01-01
5;3;26;53;09;03;2;Klimontów;gmina wiejska;2017-01-01
5;3;26;53;09;04;3;Koprzywnica;gmina miejsko-wiejska;2017-01-01
5;3;26;53;09;04;4;Koprzywnica;miasto w gminie miejsko-wiejskiej;2017-01-01
5;3;26;53;09;04;5;Koprzywnica;obszar wiejski;2017-01-01
5;3;26;53;09;05;2;Łoniów;gmina wiejska;2017-01-01
5;3;26;53;09;06;2;Obrazów;gmina wiejska;2017-01-01
5;3;26;53;09;07;2;Samborzec;gmina wiejska;2017-01-01
5;3;26;53;09;08;2;Wilczyce;gmina wiejska;2017-01-01
5;3;26;53;09;09;3;Zawichost;gmina miejsko-wiejska;2017-01-01
5;3;26;53;09;09;4;Zawichost;miasto w gminie miejsko-wiejskiej;2017-01-01
5;3;26;53;09;09;5;Zawichost;obszar wiejski;2017-01-01
5;3;26;53;12;01;2;Bogoria;gmina wiejska;2017-01-01
5;3;26;53;12;02;2;Łubnice;gmina wiejska;2017-01-01
5;3;26;53;12;03;2;Oleśnica;gmina wiejska;2017-01-01
5;3;26;53;12;04;3;Osiek;gmina miejsko-wiejska;2017-01-01
5;3;26;53;12;04;4;Osiek;miasto w gminie miejsko-wiejskiej;2017-01-01
5;3;26;53;12;04;5;Osiek;obszar wiejski;2017-01-01
5;3;26;53;12;05;3;Połaniec;gmina miejsko-wiejska;2017-01-01
5;3;26;53;12;05;4;Połaniec;miasto w gminie miejsko-wiejskiej;2017-01-01
5;3;26;53;12;05;5;Połaniec;obszar wiejski;2017-01-01
5;3;26;53;12;06;2;Rytwiany;gmina wiejska;2017-01-01
5;3;26;53;12;07;3;Staszów;gmina miejsko-wiejska;2017-01-01
5;3;26;53;12;07;4;Staszów;miasto w gminie miejsko-wiejskiej;2017-01-01
5;3;26;53;12;07;5;Staszów;obszar wiejski;2017-01-01
5;3;26;53;12;08;2;Szydłów;gmina wiejska;2017-01-01
5;3;26;53;13;01;2;Kluczewsko;gmina wiejska;2017-01-01
5;3;26;53;13;02;2;Krasocin;gmina wiejska;2017-01-01
5;3;26;53;13;03;2;Moskorzew;gmina wiejska;2017-01-01
5;3;26;53;13;04;2;Radków;gmina wiejska;2017-01-01
5;3;26;53;13;05;2;Secemin;gmina wiejska;2017-01-01
5;3;26;53;13;06;3;Włoszczowa;gmina miejsko-wiejska;2017-01-01
5;3;26;53;13;06;4;Włoszczowa;miasto w gminie miejsko-wiejskiej;2017-01-01
5;3;26;53;13;06;5;Włoszczowa;obszar wiejski;2017-01-01
5;4;08;13;01;01;1;Kostrzyn nad Odrą;gmina miejska;2017-01-01
5;4;08;13;01;02;2;Bogdaniec;gmina wiejska;2017-01-01
5;4;08;13;01;03;2;Deszczno;gmina wiejska;2017-01-01
5;4;08;13;01;04;2;Kłodawa;gmina wiejska;2017-01-01
5;4;08;13;01;05;2;Lubiszyn;gmina wiejska;2017-01-01
5;4;08;13;01;06;2;Santok;gmina wiejska;2017-01-01
5;4;08;13;01;07;3;Witnica;gmina miejsko-wiejska;2017-01-01
5;4;08;13;01;07;4;Witnica;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;08;13;01;07;5;Witnica;obszar wiejski;2017-01-01
5;4;08;13;03;01;2;Bledzew;gmina wiejska;2017-01-01
5;4;08;13;03;02;3;Międzyrzecz;gmina miejsko-wiejska;2017-01-01
5;4;08;13;03;02;4;Międzyrzecz;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;08;13;03;02;5;Międzyrzecz;obszar wiejski;2017-01-01
5;4;08;13;03;03;2;Przytoczna;gmina wiejska;2017-01-01
5;4;08;13;03;04;2;Pszczew;gmina wiejska;2017-01-01
5;4;08;13;03;05;3;Skwierzyna;gmina miejsko-wiejska;2017-01-01
5;4;08;13;03;05;4;Skwierzyna;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;08;13;03;05;5;Skwierzyna;obszar wiejski;2017-01-01
5;4;08;13;03;06;3;Trzciel;gmina miejsko-wiejska;2017-01-01
5;4;08;13;03;06;4;Trzciel;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;08;13;03;06;5;Trzciel;obszar wiejski;2017-01-01
5;4;08;13;05;01;3;Cybinka;gmina miejsko-wiejska;2017-01-01
5;4;08;13;05;01;4;Cybinka;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;08;13;05;01;5;Cybinka;obszar wiejski;2017-01-01
5;4;08;13;05;02;2;Górzyca;gmina wiejska;2017-01-01
5;4;08;13;05;03;3;Ośno Lubuskie;gmina miejsko-wiejska;2017-01-01
5;4;08;13;05;03;4;Ośno Lubuskie;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;08;13;05;03;5;Ośno Lubuskie;obszar wiejski;2017-01-01
5;4;08;13;05;04;3;Rzepin;gmina miejsko-wiejska;2017-01-01
5;4;08;13;05;04;4;Rzepin;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;08;13;05;04;5;Rzepin;obszar wiejski;2017-01-01
5;4;08;13;05;05;3;Słubice;gmina miejsko-wiejska;2017-01-01
5;4;08;13;05;05;4;Słubice;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;08;13;05;05;5;Słubice;obszar wiejski;2017-01-01
5;4;08;13;06;01;3;Dobiegniew;gmina miejsko-wiejska;2017-01-01
5;4;08;13;06;01;4;Dobiegniew;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;08;13;06;01;5;Dobiegniew;obszar wiejski;2017-01-01
5;4;08;13;06;02;3;Drezdenko;gmina miejsko-wiejska;2017-01-01
5;4;08;13;06;02;4;Drezdenko;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;08;13;06;02;5;Drezdenko;obszar wiejski;2017-01-01
5;4;08;13;06;03;2;Stare Kurowo;gmina wiejska;2017-01-01
5;4;08;13;06;04;3;Strzelce Krajeńskie;gmina miejsko-wiejska;2017-01-01
5;4;08;13;06;04;4;Strzelce Krajeńskie;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;08;13;06;04;5;Strzelce Krajeńskie;obszar wiejski;2017-01-01
5;4;08;13;06;05;2;Zwierzyn;gmina wiejska;2017-01-01
5;4;08;13;07;01;2;Krzeszyce;gmina wiejska;2017-01-01
5;4;08;13;07;02;3;Lubniewice;gmina miejsko-wiejska;2017-01-01
5;4;08;13;07;02;4;Lubniewice;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;08;13;07;02;5;Lubniewice;obszar wiejski;2017-01-01
5;4;08;13;07;03;2;Słońsk;gmina wiejska;2017-01-01
5;4;08;13;07;04;3;Sulęcin;gmina miejsko-wiejska;2017-01-01
5;4;08;13;07;04;4;Sulęcin;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;08;13;07;04;5;Sulęcin;obszar wiejski;2017-01-01
5;4;08;13;07;05;3;Torzym;gmina miejsko-wiejska;2017-01-01
5;4;08;13;07;05;4;Torzym;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;08;13;07;05;5;Torzym;obszar wiejski;2017-01-01
5;4;08;13;61;01;1;Gorzów Wielkopolski;gmina miejska;2017-01-01
5;4;08;14;02;01;1;Gubin;gmina miejska;2017-01-01
5;4;08;14;02;02;2;Bobrowice;gmina wiejska;2017-01-01
5;4;08;14;02;03;2;Bytnica;gmina wiejska;2017-01-01
5;4;08;14;02;04;2;Dąbie;gmina wiejska;2017-01-01
5;4;08;14;02;05;2;Gubin;gmina wiejska;2017-01-01
5;4;08;14;02;06;3;Krosno Odrzańskie;gmina miejsko-wiejska;2017-01-01
5;4;08;14;02;06;4;Krosno Odrzańskie;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;08;14;02;06;5;Krosno Odrzańskie;obszar wiejski;2017-01-01
5;4;08;14;02;07;2;Maszewo;gmina wiejska;2017-01-01
5;4;08;14;04;01;1;Nowa Sól;gmina miejska;2017-01-01
5;4;08;14;04;02;3;Bytom Odrzański;gmina miejsko-wiejska;2017-01-01
5;4;08;14;04;02;4;Bytom Odrzański;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;08;14;04;02;5;Bytom Odrzański;obszar wiejski;2017-01-01
5;4;08;14;04;03;2;Kolsko;gmina wiejska;2017-01-01
5;4;08;14;04;04;3;Kożuchów;gmina miejsko-wiejska;2017-01-01
5;4;08;14;04;04;4;Kożuchów;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;08;14;04;04;5;Kożuchów;obszar wiejski;2017-01-01
5;4;08;14;04;05;2;Nowa Sól;gmina wiejska;2017-01-01
5;4;08;14;04;06;3;Nowe Miasteczko;gmina miejsko-wiejska;2017-01-01
5;4;08;14;04;06;4;Nowe Miasteczko;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;08;14;04;06;5;Nowe Miasteczko;obszar wiejski;2017-01-01
5;4;08;14;04;07;2;Otyń;gmina wiejska;2017-01-01
5;4;08;14;04;08;2;Siedlisko;gmina wiejska;2017-01-01
5;4;08;14;08;01;2;Lubrza;gmina wiejska;2017-01-01
5;4;08;14;08;02;2;Łagów;gmina wiejska;2017-01-01
5;4;08;14;08;03;2;Skąpe;gmina wiejska;2017-01-01
5;4;08;14;08;04;2;Szczaniec;gmina wiejska;2017-01-01
5;4;08;14;08;05;3;Świebodzin;gmina miejsko-wiejska;2017-01-01
5;4;08;14;08;05;4;Świebodzin;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;08;14;08;05;5;Świebodzin;obszar wiejski;2017-01-01
5;4;08;14;08;06;3;Zbąszynek;gmina miejsko-wiejska;2017-01-01
5;4;08;14;08;06;4;Zbąszynek;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;08;14;08;06;5;Zbąszynek;obszar wiejski;2017-01-01
5;4;08;14;09;01;3;Babimost;gmina miejsko-wiejska;2017-01-01
5;4;08;14;09;01;4;Babimost;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;08;14;09;01;5;Babimost;obszar wiejski;2017-01-01
5;4;08;14;09;02;2;Bojadła;gmina wiejska;2017-01-01
5;4;08;14;09;03;3;Czerwieńsk;gmina miejsko-wiejska;2017-01-01
5;4;08;14;09;03;4;Czerwieńsk;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;08;14;09;03;5;Czerwieńsk;obszar wiejski;2017-01-01
5;4;08;14;09;04;3;Kargowa;gmina miejsko-wiejska;2017-01-01
5;4;08;14;09;04;4;Kargowa;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;08;14;09;04;5;Kargowa;obszar wiejski;2017-01-01
5;4;08;14;09;05;3;Nowogród Bobrzański;gmina miejsko-wiejska;2017-01-01
5;4;08;14;09;05;4;Nowogród Bobrzański;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;08;14;09;05;5;Nowogród Bobrzański;obszar wiejski;2017-01-01
5;4;08;14;09;06;3;Sulechów;gmina miejsko-wiejska;2017-01-01
5;4;08;14;09;06;4;Sulechów;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;08;14;09;06;5;Sulechów;obszar wiejski;2017-01-01
5;4;08;14;09;07;2;Świdnica;gmina wiejska;2017-01-01
5;4;08;14;09;08;2;Trzebiechów;gmina wiejska;2017-01-01
5;4;08;14;09;09;2;Zabór;gmina wiejska;2017-01-01
5;4;08;14;10;01;1;Gozdnica;gmina miejska;2017-01-01
5;4;08;14;10;02;1;Żagań;gmina miejska;2017-01-01
5;4;08;14;10;03;2;Brzeźnica;gmina wiejska;2017-01-01
5;4;08;14;10;04;3;Iłowa;gmina miejsko-wiejska;2017-01-01
5;4;08;14;10;04;4;Iłowa;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;08;14;10;04;5;Iłowa;obszar wiejski;2017-01-01
5;4;08;14;10;05;3;Małomice;gmina miejsko-wiejska;2017-01-01
5;4;08;14;10;05;4;Małomice;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;08;14;10;05;5;Małomice;obszar wiejski;2017-01-01
5;4;08;14;10;06;2;Niegosławice;gmina wiejska;2017-01-01
5;4;08;14;10;07;3;Szprotawa;gmina miejsko-wiejska;2017-01-01
5;4;08;14;10;07;4;Szprotawa;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;08;14;10;07;5;Szprotawa;obszar wiejski;2017-01-01
5;4;08;14;10;08;2;Wymiarki;gmina wiejska;2017-01-01
5;4;08;14;10;09;2;Żagań;gmina wiejska;2017-01-01
5;4;08;14;11;01;1;Łęknica;gmina miejska;2017-01-01
5;4;08;14;11;02;1;Żary;gmina miejska;2017-01-01
5;4;08;14;11;03;2;Brody;gmina wiejska;2017-01-01
5;4;08;14;11;04;3;Jasień;gmina miejsko-wiejska;2017-01-01
5;4;08;14;11;04;4;Jasień;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;08;14;11;04;5;Jasień;obszar wiejski;2017-01-01
5;4;08;14;11;05;2;Lipinki Łużyckie;gmina wiejska;2017-01-01
5;4;08;14;11;06;3;Lubsko;gmina miejsko-wiejska;2017-01-01
5;4;08;14;11;06;4;Lubsko;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;08;14;11;06;5;Lubsko;obszar wiejski;2017-01-01
5;4;08;14;11;07;2;Przewóz;gmina wiejska;2017-01-01
5;4;08;14;11;08;2;Trzebiel;gmina wiejska;2017-01-01
5;4;08;14;11;09;2;Tuplice;gmina wiejska;2017-01-01
5;4;08;14;11;10;2;Żary;gmina wiejska;2017-01-01
5;4;08;14;12;01;3;Sława;gmina miejsko-wiejska;2017-01-01
5;4;08;14;12;01;4;Sława;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;08;14;12;01;5;Sława;obszar wiejski;2017-01-01
5;4;08;14;12;02;3;Szlichtyngowa;gmina miejsko-wiejska;2017-01-01
5;4;08;14;12;02;4;Szlichtyngowa;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;08;14;12;02;5;Szlichtyngowa;obszar wiejski;2017-01-01
5;4;08;14;12;03;3;Wschowa;gmina miejsko-wiejska;2017-01-01
5;4;08;14;12;03;4;Wschowa;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;08;14;12;03;5;Wschowa;obszar wiejski;2017-01-01
5;4;08;14;62;01;1;Zielona Góra;gmina miejska;2017-01-01
5;4;30;57;06;01;3;Jaraczewo;gmina miejsko-wiejska;2017-01-01
5;4;30;57;06;01;4;Jaraczewo;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;30;57;06;01;5;Jaraczewo;obszar wiejski;2017-01-01
5;4;30;57;06;02;3;Jarocin;gmina miejsko-wiejska;2017-01-01
5;4;30;57;06;02;4;Jarocin;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;30;57;06;02;5;Jarocin;obszar wiejski;2017-01-01
5;4;30;57;06;03;2;Kotlin;gmina wiejska;2017-01-01
5;4;30;57;06;04;3;Żerków;gmina miejsko-wiejska;2017-01-01
5;4;30;57;06;04;4;Żerków;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;30;57;06;04;5;Żerków;obszar wiejski;2017-01-01
5;4;30;57;07;01;2;Blizanów;gmina wiejska;2017-01-01
5;4;30;57;07;02;2;Brzeziny;gmina wiejska;2017-01-01
5;4;30;57;07;03;2;Ceków-Kolonia;gmina wiejska;2017-01-01
5;4;30;57;07;04;2;Godziesze Wielkie;gmina wiejska;2017-01-01
5;4;30;57;07;05;2;Koźminek;gmina wiejska;2017-01-01
5;4;30;57;07;06;2;Lisków;gmina wiejska;2017-01-01
5;4;30;57;07;07;2;Mycielin;gmina wiejska;2017-01-01
5;4;30;57;07;08;3;Opatówek;gmina miejsko-wiejska;2017-01-01
5;4;30;57;07;08;4;Opatówek;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;30;57;07;08;5;Opatówek;obszar wiejski;2017-01-01
5;4;30;57;07;09;3;Stawiszyn;gmina miejsko-wiejska;2017-01-01
5;4;30;57;07;09;4;Stawiszyn;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;30;57;07;09;5;Stawiszyn;obszar wiejski;2017-01-01
5;4;30;57;07;10;2;Szczytniki;gmina wiejska;2017-01-01
5;4;30;57;07;11;2;Żelazków;gmina wiejska;2017-01-01
5;4;30;57;08;01;2;Baranów;gmina wiejska;2017-01-01
5;4;30;57;08;02;2;Bralin;gmina wiejska;2017-01-01
5;4;30;57;08;03;3;Kępno;gmina miejsko-wiejska;2017-01-01
5;4;30;57;08;03;4;Kępno;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;30;57;08;03;5;Kępno;obszar wiejski;2017-01-01
5;4;30;57;08;04;2;Łęka Opatowska;gmina wiejska;2017-01-01
5;4;30;57;08;05;2;Perzów;gmina wiejska;2017-01-01
5;4;30;57;08;06;2;Rychtal;gmina wiejska;2017-01-01
5;4;30;57;08;07;2;Trzcinica;gmina wiejska;2017-01-01
5;4;30;57;12;01;1;Sulmierzyce;gmina miejska;2017-01-01
5;4;30;57;12;02;3;Kobylin;gmina miejsko-wiejska;2017-01-01
5;4;30;57;12;02;4;Kobylin;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;30;57;12;02;5;Kobylin;obszar wiejski;2017-01-01
5;4;30;57;12;03;3;Koźmin Wielkopolski;gmina miejsko-wiejska;2017-01-01
5;4;30;57;12;03;4;Koźmin Wielkopolski;miasto w gminie miejsko-wiejskiej;2017-01-01
5;4;30;57;12;03;5;Koźmin Wielkopolski;obszar wiejski;2017-01-01
